facilityType,seNumber,sectionPiId,standardId,questionCode,questionText,guideline,category,severity,isCritical,dataElementUid,dhis2DataElementCode,dhis2DataElementName,uidMatchMethod,valueType,domainType,optionSetUid,compulsory,sortOrderWithinStandard,active
HOSPITAL,2,2.1,2.1.1,2.1.1.5,"Details of the organisation’s absenteeism, sickness rates and staff turnover rates are recorded and analysed, to allow for informed decision making by the management of the organisation.",,Evaluation + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.1,2.1.1,2.1.1.6,"Details of the staff establishment (i.e. available posts, filled and vacant posts) are recorded and analysed to allow for informed decision making by the organisation’s management.",,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,2,2.1,2.1.1,2.1.1.7,"Receptionists, telephonists, clerical support personnel and porters are allocated to wards and departments in accordance with their needs.",,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.1,A designated member of staff is responsible for the storage and retrieval of personnel records.,,Basic Management + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.2,There is documented personnel information on each staff member.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.3,Personnel files are standardised.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.4,Personnel files are reviewed at least annually.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.5,Personnel files contain employment contracts/job description.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.6,Personnel files contain the qualifications of the staff member.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.7,Personnel files contain details of staff evaluations.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.8,Personnel files contain the work history of the staff member.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.9,Personnel files contain a record of in-service education attended by the staff member.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,2,2.1,2.1.2,2.1.2.10,Only authorised persons have access to personnel records.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.1,There are documented processes for staffing the organisation.,,Basic Management + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.2,The processes include personnel recruitment.,,Basic Management + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.3,The processes include numbers and categories of personnel required.,,Basic Management + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.4,"The processes include desired education, qualifications, skills and knowledge of required personnel.",,Basic Management + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.5,The processes include assignment and reassignment of personnel.,,Basic Management + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.6,The processes include personal development of the personnel.,,Basic Management + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,2,2.2,2.2.1,2.2.1.7,The processes include staff retention.,,Basic Management + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,2,2.3,2.3.1,2.3.1.1,"Personnel employed by the organisation have written job description and performance agreements, which define their responsibilities.",,Basic Process + Efficiency,4,TRUE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.3,2.3.1,2.3.1.2,Job descriptions and performance agreements are reviewed according to organisational policy.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.3,2.3.1,2.3.1.3,Each staff member accepts their job description and performance agreement by signing it.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.3,2.3.2,2.3.2.1,Key performance areas for each personnel member are identified in their job descriptions and performance agreements.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.3,2.3.2,2.3.2.2,There is at least one documented evaluation of each personnel member each year or more frequently as defined by organisational policy.,,Evaluation + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.3,2.3.2,2.3.2.3,New personnel members are evaluated as defined by organisational policy.,,Evaluation + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.3,2.3.3,2.3.3.1,Designated personnel are educated/trained in labour law legislation and related processes.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.3,2.3.3,2.3.3.2,"There are mutually agreed processes for the satisfactory conduct of industrial relations activities, which meet the requirements of current legislation.",,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.3,2.3.3,2.3.3.3,Disciplinary procedures are implemented.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.3,2.3.3,2.3.3.4,Grievance procedures are implemented.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.3,2.3.3,2.3.3.5,Dispute and appeal procedures are implemented.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.3,2.3.3,2.3.3.6,"There are recognition agreements with trade unions and/or health professional organisations, where applicable.",,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,2,2.4,2.4.1,2.4.1.1,There are documented programmes for staff orientation to the organisation.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.4,2.4.1,2.4.1.2,New staff members are orientated to the organisation within a time frame determined by organisational policy.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.4,2.4.1,2.4.1.3,Departmental and service managers implement orientation programmes for departmental and service personnel.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.4,2.4.1,2.4.1.4,"Contract workers and/or volunteers are orientated to the organisation, their job responsibilities and their specific assignments.",,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.4,2.4.2,2.4.2.1,The organisation has a coordinated plan for in-service training and development.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.4,2.4.2,2.4.2.2,Department and service managers have established in-service training and development programmes relevant to departmental and service personnel.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.4,2.4.2,2.4.2.3,The organisation uses various sources of data and information to identify the in-service training and development needs of the personnel.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.4,2.4.2,2.4.2.4,The organisation provides on-going in-service training and development for it’s personnel.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.4,2.4.2,2.4.2.5,"Staff competencies, where relevant, are assessed and recorded after in-service training and development.",,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.4,2.4.3,2.4.3.1,There is a continuing educational strategy developed by the management of the organisation for all professional personnel in the organisation to fulfil the requirements for continued registration with the relevant professional bodies.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.4,2.4.3,2.4.3.2,There is a development strategy for the organisation to ensure that managers receive the training required to fulfil their responsibilities.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.4,2.4.3,2.4.3.3,"The personnel are informed of opportunities to participate in advanced education, training, research and other experiences.",,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.4,2.4.3,2.4.3.4,The organisation supports such staff participation in such opportunities.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.4,2.4.3,2.4.3.5,The organisation supports the need for relevant postgraduate qualifications.,,Basic Process + Efficiency,2,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.1,The organisation identifies the types of healthcare professionals who are permitted to provide patient care without clinical supervision.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.2,There is a defined process for gathering the credentials of healthcare professionals.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.3,"Credentials of healthcare professionals are verified with the original source, where applicable.",,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.4,Professional registration is verified with the relevant professional body and is current.,,Basic Process + Efficiency,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.5,Healthcare professional credentials are reviewed at least annually.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.6,The organisation ensures that those who provide clinical care are registered with the relevant professional council.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,2,2.5,2.5.1,2.5.1.7,Personnel files of all healthcare professionals are updated annually.,,Basic Process + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,2,2.6,2.6.1,2.6.1.1,There are documented processes for quality improvement in the service.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,2,2.6,2.6.1,2.6.1.2,The quality improvement process includes the setting of departmental/service objectives.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,2,2.6,2.6.1,2.6.1.3,The quality improvement process includes the use of indicators to monitor the performance of the service.,,Basic Process + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,2,2.6,2.6.1,2.6.1.4,The quality improvement process includes the evaluation of staff performance.,,Evaluation + Efficiency,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,2,2.6,2.6.1,2.6.1.5,The quality improvement process includes the regular review of staff performance as a source of identifying in-service training and development needs.,,Evaluation + Efficiency,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
